서감성, 167, 60
정찬성, 153, 43
서찬호, 146, 51
추흥훈, 166, 44
하성민, 163, 86
권강호, 191, 59
이찬원, 159, 75
김정석, 199, 91
권정호, 162, 79
이정성, 166, 73
하우인, 179, 90
권흥찬, 196, 69
이지훈, 137, 92
이지석, 164, 49
추성찬, 147, 68
권성석, 136, 91
이지찬, 156, 100
강강인, 186, 46
이찬성, 138, 69
이성성, 162, 108
김찬성, 179, 86
정미훈, 154, 73
김지희, 187, 43
권인원, 140, 112
강우성, 158, 49
하정민, 187, 50
이찬희, 134, 118
권미찬, 165, 40
하흥호, 163, 102
정찬성, 171, 107
이정찬, 187, 75
고지희, 133, 114
서미성, 187, 57
추강석, 136, 75
김강호, 132, 65
고미인, 157, 57
김우성, 186, 107
하지찬, 197, 79
박미석, 133, 54
서감호, 183, 48
이강석, 168, 54
이인민, 176, 82
고성희, 157, 107
박강성, 157, 102
하정훈, 190, 43
이미호, 183, 93
권우훈, 145, 88
추흥희, 138, 77
권성호, 166, 79
추우찬, 133, 87
이미원, 158, 115
서미민, 179, 50
박감호, 141, 54
추미훈, 165, 49
강지성, 166, 87
강우희, 153, 80
김지성, 191, 92
김지찬, 132, 80
정감호, 139, 103
고강석, 142, 95
추우성, 169, 82
권찬성, 130, 85
강정민, 184, 56
이성호, 144, 75
추성희, 198, 51
이감희, 131, 112
하인인, 168, 84
박성성, 170, 67
고감석, 194, 46
강지원, 182, 117
강찬성, 188, 98
고정찬, 199, 85
이인호, 186, 94
추감석, 137, 52
권감민, 196, 76
박우희, 193, 78
김지성, 178, 65
하미인, 193, 55
강흥원, 163, 91
권정인, 164, 104
김인인, 199, 51
김흥훈, 133, 86
추인석, 139, 57
박찬성, 144, 68
서강원, 186, 47
정미찬, 189, 109
강정훈, 145, 41
서우성, 190, 72
고미인, 144, 58
서우찬, 160, 80
권흥찬, 190, 46
권정희, 155, 99
박흥성, 171, 41
강정성, 166, 99
서감훈, 156, 111
강흥인, 162, 117
강강찬, 157, 103
하강석, 181, 84
정인성, 154, 98
김지훈, 187, 66
강강인, 148, 58
서정호, 187, 115
정찬인, 164, 79
서흥찬, 185, 69
이찬민, 178, 91
하우성, 198, 81
추정석, 192, 91
강인찬, 147, 69
정찬찬, 178, 70
이찬성, 168, 46
권인찬, 158, 117
정성희, 180, 64
하인찬, 164, 104
추인인, 174, 99
서미석, 136, 94
정강훈, 192, 55
정지훈, 168, 97
강흥호, 172, 66
서지호, 169, 45
추정인, 147, 62
추미희, 150, 86
강인석, 181, 69
이강성, 195, 71
이인훈, 133, 114
추성원, 146, 49
추우민, 133, 68
김찬민, 140, 46
서인희, 183, 58
추인성, 184, 59
하성원, 158, 46
서정희, 134, 93
이미호, 170, 52
고우성, 133, 58
김우훈, 157, 105
박지훈, 132, 111
하우호, 145, 92
정미희, 188, 73
고성호, 198, 107
추흥인, 178, 60
서우원, 148, 112
추정훈, 168, 56
하미원, 147, 82
추강훈, 173, 62
하성원, 170, 110
정성훈, 174, 55
추성호, 196, 107
하미인, 185, 89
이성찬, 195, 60
정정희, 176, 118
정인훈, 154, 76
권우민, 181, 96
추흥희, 197, 104
김인인, 137, 59
이지성, 159, 110
김감호, 138, 115
서성성, 177, 90
하흥호, 150, 104
정흥찬, 144, 61
박지성, 159, 79
박인성, 187, 96
서찬호, 185, 62
강미훈, 154, 96
권인인, 164, 69
서강성, 173, 112
박흥성, 160, 67
정감찬, 190, 100
추흥희, 170, 44
고흥인, 148, 61
고강찬, 157, 97
정성찬, 132, 56
김미성, 174, 115
권정민, 197, 56
박지성, 136, 58
강감인, 137, 84
고미석, 140, 70
서지훈, 172, 84
강우석, 191, 89
이찬성, 138, 94
고흥민, 136, 65
박감찬, 144, 68
추정희, 132, 64
강인성, 171, 117
정미민, 182, 82
권흥희, 182, 50
이성석, 181, 53
고지성, 157, 67
강지찬, 180, 68
서흥원, 150, 48
이정희, 189, 46
추찬성, 131, 96
김강인, 184, 48
박감희, 152, 64
서정희, 181, 82
서성민, 192, 95
이미인, 139, 51
권감성, 186, 67
서우찬, 137, 108
박정찬, 154, 91
정흥희, 130, 108
이찬훈, 189, 106
서우인, 177, 53
박성원, 197, 50
고성찬, 164, 53
김성호, 162, 81
추우원, 150, 64
이미성, 152, 87
서감석, 156, 62
고인인, 132, 104
강우훈, 159, 72
권인원, 173, 98
이인인, 151, 118
서우원, 149, 52
하흥찬, 139, 65
하인훈, 148, 109
추지석, 184, 58
서인인, 199, 114
강우호, 194, 86
권강성, 192, 104
김감석, 197, 71
서성훈, 131, 119
하인민, 136, 41
강성성, 140, 63
추인성, 179, 106
강찬희, 162, 54
권지원, 175, 76
고지찬, 171, 87
김성인, 144, 84
추우찬, 197, 55
강정인, 192, 44
서찬희, 183, 83
정감석, 146, 72
정인희, 141, 114
정찬찬, 197, 60
서지훈, 187, 113
김지찬, 190, 75
이정호, 156, 114
박정성, 184, 83
박성성, 154, 58
하우훈, 167, 82
정우성, 192, 105
추인성, 145, 76
고강성, 174, 96
추인희, 175, 80
추정희, 169, 115
서찬호, 135, 110
하정민, 163, 116
서찬원, 152, 50
추정호, 168, 62
김흥원, 168, 58
이흥성, 195, 89
김인찬, 131, 88
권찬인, 157, 106
하미호, 169, 114
서미호, 191, 112
박인희, 195, 86
하흥훈, 134, 40
서우석, 150, 67
하감인, 179, 59
김강찬, 133, 45
김찬찬, 192, 70
김정인, 143, 62
권미성, 165, 86
고흥석, 164, 46
김정민, 173, 101
고찬찬, 137, 103
추우훈, 133, 75
이인원, 196, 68
하미민, 153, 102
정인찬, 197, 108
권감성, 137, 114
정인희, 174, 44
권성석, 150, 50
추찬인, 195, 112
박성희, 154, 84
고지희, 178, 56
이미성, 139, 105
김미훈, 173, 99
정인원, 145, 73
추정석, 135, 94
이감찬, 187, 105
서흥원, 141, 68
권미민, 151, 97
고인성, 162, 108
서성인, 186, 107
권인희, 141, 62
하지훈, 157, 60
강인찬, 194, 75
고인인, 133, 50
하정찬, 159, 106
정지석, 146, 100
정강인, 183, 94
정찬원, 158, 91
권미호, 138, 73
이인성, 149, 95
강흥석, 136, 46
정흥인, 196, 82
추찬성, 165, 95
김흥석, 193, 48
강성민, 143, 96
서성석, 180, 104
추감희, 190, 114
박우호, 178, 105
권미원, 131, 92
서흥성, 170, 63
박감석, 133, 83
이정희, 183, 112
정흥호, 143, 95
고찬훈, 136, 96
김흥민, 155, 51
이지호, 142, 108
권인석, 188, 85
박성호, 197, 40
강강호, 134, 64
김우훈, 172, 44
정인찬, 173, 99
고강성, 187, 119
하정성, 180, 78
권인석, 146, 76
박흥인, 177, 57
김지희, 184, 89
추우원, 134, 78
김미민, 167, 66
박인훈, 151, 68
박미훈, 143, 91
박정민, 151, 113
하감원, 137, 67
하미석, 166, 106
추지찬, 157, 56
하인찬, 146, 101
이흥호, 195, 71
추찬찬, 136, 45
강찬희, 192, 55
김인석, 193, 50
강감찬, 179, 101
정감찬, 131, 102
권감희, 133, 76
이우인, 138, 58
서감석, 148, 117
박강성, 162, 56
박감훈, 174, 59
이강성, 196, 80
서정성, 159, 43
서정희, 169, 78
하정희, 181, 89
하지찬, 149, 108
추찬원, 143, 64
김지원, 153, 53
고감석, 170, 50
박우찬, 135, 74
서흥민, 183, 77
이흥민, 174, 97
서흥호, 165, 78
이흥호, 178, 65
강흥성, 181, 50
추정인, 165, 76
이정찬, 198, 54
이우호, 160, 106
김찬호, 192, 93
김정원, 181, 41
박우원, 163, 40
이정원, 185, 51
고지인, 133, 66
권감희, 181, 85
정성희, 130, 93
박감성, 156, 96
이성성, 169, 87
하흥민, 169, 68
강찬석, 170, 70
서강찬, 146, 108
고성희, 162, 66
서우원, 175, 71
권우훈, 144, 59
이강성, 183, 56
강지인, 185, 100
이성민, 188, 84
정인원, 161, 94
김정원, 172, 100
정흥희, 157, 117
고우찬, 151, 101
서우민, 197, 108
추흥찬, 164, 98
고미훈, 139, 89
고찬성, 199, 96
박강석, 189, 100
박강민, 154, 86
권찬성, 144, 69
추감인, 142, 108
서흥찬, 180, 102
서지원, 152, 63
하인호, 163, 85
서우훈, 134, 75
이미호, 162, 44
강흥희, 138, 52
정미호, 199, 84
강흥희, 199, 90
하강성, 174, 81
권인희, 187, 106
추인찬, 181, 47
권인훈, 171, 59
이강훈, 132, 78
서미호, 185, 110
이미석, 198, 65
김성호, 140, 113
고찬훈, 148, 61
서감석, 184, 89
정우호, 171, 93
고미성, 154, 109
고성성, 161, 70
하감성, 195, 91
서우성, 164, 107
이찬희, 167, 83
추인희, 188, 113
고우찬, 144, 56
김우원, 158, 89
고우성, 145, 50
정감석, 142, 108
추우찬, 136, 116
강미석, 159, 55
권흥인, 139, 105
하정성, 194, 97
고감성, 152, 50
정미희, 132, 89
서미성, 173, 99
이미인, 177, 63
강지원, 150, 87
김성인, 167, 83
강인원, 141, 77
이미찬, 148, 69
박우민, 175, 54
서지원, 168, 70
정지훈, 192, 92
권우인, 182, 69
박지원, 152, 53
고지호, 136, 111
이정성, 175, 55
이성민, 175, 99
김감호, 196, 104
박지인, 134, 76
박지찬, 196, 93
하찬찬, 135, 81
정찬찬, 150, 103
권찬민, 188, 48
박미원, 143, 96
권성호, 196, 65
권인석, 134, 44
권미희, 181, 109
강감민, 171, 51
권정성, 133, 53
추우호, 173, 64
강찬성, 172, 104
정지원, 198, 105
정흥민, 154, 118
하정민, 188, 117
강감민, 160, 110
서지훈, 150, 85
하우호, 199, 55
고찬석, 178, 58
김미석, 185, 96
추지성, 142, 66
추지희, 183, 115
추우훈, 135, 74
추감성, 191, 80
서인훈, 151, 69
하정희, 159, 53
이강민, 159, 102
강흥호, 136, 117
고성원, 160, 105
서성성, 173, 57
고찬찬, 196, 106
정강성, 148, 66
추찬호, 138, 116
김성민, 153, 79
고우성, 198, 119
권미훈, 191, 119
김흥훈, 185, 88
정찬인, 163, 76
박강훈, 169, 50
이인희, 184, 63
서흥희, 164, 79
권미성, 195, 56
김강석, 175, 69
정강민, 195, 119
고우호, 151, 107
강우석, 136, 76
서지석, 178, 66
이성인, 174, 82
추흥성, 166, 46
이성훈, 175, 118
김감성, 185, 41
하강석, 193, 76
추미성, 163, 108
서찬원, 134, 44
고지호, 153, 114
서미찬, 139, 68
서지인, 157, 68
추인민, 134, 57
하인호, 180, 41
정우민, 149, 115
정성찬, 182, 93
박성석, 144, 67
김미호, 188, 98
정우석, 153, 65
박우원, 156, 102
이우성, 199, 52
강우훈, 197, 59
이찬성, 141, 116
강정희, 140, 44
권감성, 139, 90
이강성, 148, 49
권우성, 155, 114
이우민, 151, 68
서감민, 178, 53
하지훈, 191, 89
정정성, 133, 102
서흥희, 181, 47
강정찬, 132, 83
추찬훈, 197, 112
김인찬, 138, 47
추감훈, 159, 45
강미훈, 148, 78
권미민, 139, 101
추찬석, 190, 62
추강석, 194, 79
김정석, 161, 45
강미희, 196, 74
권성희, 183, 63
강지호, 134, 55
서강석, 187, 83
정감석, 176, 69
서흥성, 196, 75
강성원, 136, 112
고지원, 190, 61
권흥민, 162, 110
이지석, 171, 93
하우훈, 137, 109
박감석, 138, 99
하감원, 176, 46
하찬인, 193, 114
고미원, 181, 44
이인호, 195, 40
서흥성, 148, 118
서감희, 152, 78
김감호, 155, 112
박강성, 163, 91
박미민, 190, 95
정감희, 196, 116
고성인, 188, 42
김흥원, 199, 114
김우찬, 177, 60
권우원, 165, 50
권찬훈, 190, 98
하정민, 167, 78
고우찬, 145, 49
하찬석, 136, 51
박강호, 148, 89
고우석, 153, 52
박미인, 150, 77
박감석, 191, 95
강미성, 142, 115
하정석, 161, 90
정정성, 132, 107
서성성, 182, 107
권지성, 173, 77
하우원, 134, 53
박우희, 147, 46
추정민, 159, 117
강정성, 189, 45
서우원, 184, 72
권우원, 143, 62
박정훈, 189, 59
하감희, 155, 74
하인훈, 166, 69
추찬석, 169, 101
추성인, 178, 68
하강석, 161, 65
정찬찬, 137, 53
권강호, 150, 114
추미인, 174, 89
김정민, 134, 106
고감석, 187, 99
김인희, 143, 58
강감석, 161, 57
김흥호, 184, 58
이우원, 160, 68
고지희, 159, 93
박지성, 171, 85
권미석, 138, 55
정정호, 136, 49
정지석, 189, 66
김강성, 198, 57
추찬원, 131, 86
고감인, 132, 88
박인원, 145, 79
서정원, 164, 67
강성찬, 198, 101
하정석, 189, 93
하정찬, 148, 79
박우호, 188, 110
하흥찬, 171, 45
강인민, 148, 117
강강석, 188, 108
이우호, 168, 85
김찬희, 194, 108
박감찬, 136, 119
박미민, 165, 74
권찬석, 156, 42
권지찬, 170, 72
권성원, 167, 43
권인호, 160, 54
정감희, 145, 52
서감훈, 164, 117
권흥희, 193, 72
권인민, 144, 58
이성성, 172, 69
고우호, 166, 80
서정훈, 199, 82
서흥찬, 152, 101
하우희, 158, 107
김성찬, 139, 74
하지인, 160, 99
추지호, 138, 78
추강성, 162, 89
고정찬, 139, 73
이미원, 148, 97
권지석, 164, 96
권찬호, 134, 56
정정성, 155, 45
고정훈, 162, 61
추미석, 158, 111
정정성, 130, 101
김미민, 157, 112
박우성, 192, 73
이인찬, 188, 78
강강성, 142, 71
권미성, 138, 92
권성찬, 162, 49
강정훈, 136, 75
이지원, 172, 103
고흥희, 176, 104
하흥원, 137, 55
이우성, 174, 41
정미성, 195, 63
정감호, 156, 73
서감인, 194, 47
이강훈, 188, 75
하강성, 131, 83
이우인, 162, 64
김인석, 177, 110
권성호, 165, 83
박지민, 166, 43
정정호, 171, 119
정찬성, 155, 49
추감민, 188, 89
강감희, 140, 47
김정호, 171, 86
고감성, 197, 94
추지찬, 160, 60
권정성, 172, 76
박인성, 162, 111
정흥호, 192, 50
박성원, 163, 102
박우석, 159, 106
권성원, 155, 87
추미성, 190, 78
고성훈, 170, 106
박지인, 150, 55
정감찬, 148, 61
서흥희, 169, 48
하감성, 178, 61
고지성, 181, 53
박정성, 136, 116
하지민, 177, 109
하강민, 132, 75
권인원, 133, 116
권감성, 140, 41
강감성, 169, 48
고성성, 182, 63
추미성, 151, 88
강감민, 192, 49
박지인, 199, 47
박미민, 184, 85
박우인, 168, 88
김정석, 133, 69
박인훈, 176, 85
정감성, 174, 75
하흥희, 160, 59
서인성, 161, 72
박감성, 149, 118
강흥석, 194, 60
하흥민, 155, 66
강우성, 175, 92
박정희, 156, 72
김인훈, 153, 72
하우인, 141, 100
김정찬, 174, 76
이정성, 183, 103
하미민, 159, 67
추인원, 135, 86
추흥인, 157, 119
고흥민, 160, 112
강우성, 151, 72
이찬희, 190, 83
이정호, 135, 112
김흥성, 181, 97
이지원, 198, 45
고미성, 163, 93
이강찬, 190, 50
하미인, 159, 117
고성희, 158, 53
강성성, 175, 60
김정인, 156, 117
강찬성, 171, 73
강인석, 169, 51
권흥훈, 154, 82
정우원, 155, 95
추미훈, 199, 75
김정희, 155, 99
서미민, 171, 111
박찬인, 131, 46
정흥성, 188, 104
박우석, 148, 103
이강성, 191, 116
김성희, 146, 41
이찬석, 176, 76
권찬인, 182, 118
이정훈, 140, 93
추인인, 138, 112
권우원, 176, 107
고흥원, 174, 55
박찬성, 150, 76
강미원, 189, 58
김찬석, 146, 116
고흥원, 183, 71
고감찬, 167, 54
정성찬, 143, 93
이흥훈, 137, 49
하흥성, 136, 56
김강인, 165, 42
고미찬, 145, 69
김흥성, 196, 93
김성찬, 190, 47
서강희, 156, 110
권지인, 193, 117
박인찬, 157, 92
이지호, 198, 65
추흥원, 132, 92
정흥성, 154, 67
고정희, 175, 63
정지민, 180, 79
이인성, 185, 117
하찬원, 147, 41
서정원, 141, 99
서인인, 139, 93
하강찬, 190, 95
하강성, 167, 48
이성희, 131, 113
권우인, 170, 65
박감원, 166, 43
하감성, 192, 93
하성훈, 153, 60
박흥인, 149, 64
권미성, 135, 83
박찬훈, 161, 80
서강호, 137, 104
박강훈, 151, 59
고지희, 159, 42
서인찬, 187, 67
권강훈, 188, 98
권흥인, 167, 44
박강훈, 157, 45
